时间 - A,Voltage [V] - A
27:50.3,3.31184
27:50.3,3.3112
27:50.3,3.31056
27:50.3,3.31184
27:50.3,3.31409
27:50.3,3.31313
27:50.3,3.31345
27:50.3,3.31313
27:50.3,3.31217
27:50.3,3.31152
27:50.3,3.31056
27:50.3,3.31152
27:50.3,3.31281
27:50.3,3.31313
27:50.3,3.31249
27:50.3,3.31249
27:50.3,3.31217
27:50.3,3.31184
27:50.3,3.3112
27:50.3,3.31152
27:50.3,3.31249
27:50.3,3.31377
27:50.3,3.31313
27:50.3,3.31281
27:50.3,3.31249
27:50.3,3.31152
27:50.3,3.3112
27:50.3,3.31024
27:50.3,3.31281
27:50.3,3.31281
27:50.3,3.31313
27:50.3,3.31249
27:50.3,3.31281
27:50.3,3.31184
27:50.3,3.31088
27:50.3,3.31056
27:50.3,3.31217
27:50.3,3.31377
27:50.3,3.31345
27:50.3,3.31313
27:50.3,3.31217
27:50.3,3.31184
27:50.3,3.31056
27:50.3,3.31024
27:50.3,3.31217
27:50.3,3.31345
27:50.3,3.31345
27:50.3,3.31249
27:50.3,3.31217
27:50.3,3.31217
27:50.3,3.31184
27:50.3,3.31152
27:50.3,3.3112
27:50.3,3.31281
27:50.3,3.31313
27:50.3,3.31377
27:50.3,3.31313
27:50.3,3.31249
27:50.3,3.31217
27:50.3,3.31184
27:50.3,3.31152
27:50.3,3.31152
27:50.3,3.31345
27:50.3,3.31249
27:50.3,3.31313
27:50.3,3.31217
27:50.3,3.31249
27:50.3,3.31152
27:50.3,3.31088
27:50.3,3.31056
27:50.3,3.31409
27:50.3,3.31345
27:50.3,3.31377
27:50.3,3.31249
27:50.3,3.31249
27:50.3,3.31088
27:50.3,3.31152
27:50.3,3.30927
27:50.3,3.31313
27:50.3,3.31217
27:50.3,3.31377
27:50.3,3.31249
27:50.3,3.31249
27:50.3,3.31056
27:50.3,3.3112
27:50.3,3.30927
27:50.3,3.31184
27:50.3,3.31184
27:50.3,3.31377
27:50.3,3.31184
27:50.3,3.31249
27:50.3,3.31184
27:50.3,3.31217
27:50.3,3.31024
27:50.3,3.31088
27:50.3,3.3112
27:50.3,3.31313
27:50.3,3.31249
27:50.3,3.31313
27:50.3,3.31152
27:50.3,3.31056
27:50.3,3.30767
27:50.3,3.3112
27:50.3,3.30863
27:50.3,3.31217
27:50.3,3.31088
27:50.3,3.31088
27:50.3,3.30992
27:50.3,3.31152
27:50.3,3.30927
27:50.3,3.30702
27:50.3,3.30638
27:50.3,3.30767
27:50.3,3.30542
27:50.3,3.31345
27:50.3,3.30895
27:50.3,3.30285
27:50.3,3.30606
27:50.3,3.30317
27:50.3,3.30574
27:50.3,3.31217
27:50.3,3.30285
27:50.3,3.30863
27:50.3,3.3006
27:50.3,3.29674
27:50.3,3.29546
27:50.3,3.3022
27:50.3,3.29674
27:50.3,3.29289
27:50.3,3.29321
27:50.3,3.31024
27:50.3,3.30381
27:50.3,3.29674
27:50.3,3.28967
27:50.3,3.31409
27:50.3,3.30092
27:50.3,3.31056
27:50.3,3.30124
27:50.3,3.29835
27:50.3,3.28453
27:50.3,3.28742
27:50.3,3.28839
27:50.3,3.28807
27:50.3,3.281
27:50.3,3.29096
27:50.3,3.28003
27:50.3,3.30735
27:50.3,3.29064
27:50.3,3.31313
27:50.3,3.28582
27:50.3,3.31506
27:50.3,3.29578
27:50.3,3.29224
27:50.3,3.28292
27:50.3,3.2916
27:50.3,3.29289
27:50.3,3.31281
27:50.3,3.3067
27:50.3,3.31217
27:50.3,3.30831
27:50.3,3.3112
27:50.3,3.3112
27:50.3,3.31313
27:50.3,3.31345
27:50.3,3.31217
27:50.3,3.31281
27:50.3,3.31152
27:50.3,3.31184
27:50.3,3.31088
27:50.3,3.31152
27:50.3,3.31313
27:50.3,3.31345
27:50.3,3.31281
27:50.3,3.31313
27:50.3,3.3112
27:50.3,3.3112
27:50.3,3.31088
27:50.3,3.31249
27:50.3,3.31377
27:50.3,3.31345
27:50.3,3.31313
27:50.3,3.31217
27:50.3,3.31217
27:50.3,3.31152
27:50.3,3.31088
27:50.3,3.31152
27:50.3,3.31345
27:50.3,3.31313
27:50.3,3.31281
27:50.3,3.31281
27:50.3,3.31152
27:50.3,3.31184
27:50.3,3.31088
27:50.3,3.31184
27:50.3,3.31281
27:50.3,3.31313
27:50.3,3.31313
27:50.3,3.31313
27:50.3,3.31249
27:50.3,3.31152
27:50.3,3.31056
27:50.3,3.3112
27:50.3,3.31249
27:50.3,3.31345
27:50.3,3.31281
27:50.3,3.31281
27:50.3,3.31184
27:50.3,3.31184
27:50.3,3.31024
27:50.3,3.3112
27:50.3,3.31152
27:50.3,3.31281
27:50.3,3.31281
27:50.3,3.31281
27:50.3,3.31217
27:50.3,3.31184
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.3112
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.30992
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.3112
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.31024
27:50.4,3.31184
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31024
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.30992
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.30992
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31024
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31377
27:50.4,3.31377
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31024
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.30992
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.30992
27:50.4,3.31088
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31024
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31409
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31345
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31024
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.3096
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.30992
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.31024
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31152
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.30992
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31409
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31409
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31377
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31377
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31184
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31409
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.30992
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.3096
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.3096
27:50.4,3.30992
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.30927
27:50.4,3.31152
27:50.4,3.31152
27:50.4,3.31313
27:50.4,3.31056
27:50.4,3.31313
27:50.4,3.30927
27:50.4,3.3112
27:50.4,3.30799
27:50.4,3.30735
27:50.4,3.30799
27:50.4,3.31409
27:50.4,3.31056
27:50.4,3.31281
27:50.4,3.30992
27:50.4,3.30735
27:50.4,3.30702
27:50.4,3.3051
27:50.4,3.30767
27:50.4,3.31377
27:50.4,3.30831
27:50.4,3.3112
27:50.4,3.30702
27:50.4,3.31474
27:50.4,3.30574
27:50.4,3.31313
27:50.4,3.30606
27:50.4,3.3157
27:50.4,3.30735
27:50.4,3.31217
27:50.4,3.30542
27:50.4,3.31345
27:50.4,3.30381
27:50.4,3.31281
27:50.4,3.30092
27:50.4,3.31409
27:50.4,3.29996
27:50.4,3.31699
27:50.4,3.29706
27:50.4,3.31602
27:50.4,3.29514
27:50.4,3.31377
27:50.4,3.28453
27:50.4,3.31731
27:50.4,3.30092
27:50.4,3.31634
27:50.4,3.29931
27:50.4,3.31731
27:50.4,3.29289
27:50.4,3.31506
27:50.4,3.27875
27:50.4,3.31795
27:50.4,3.29289
27:50.4,3.31795
27:50.4,3.29963
27:50.4,3.31634
27:50.4,3.29963
27:50.4,3.31474
27:50.4,3.30156
27:50.4,3.31409
27:50.4,3.30381
27:50.4,3.31409
27:50.4,3.30767
27:50.4,3.31249
27:50.4,3.30927
27:50.4,3.31056
27:50.4,3.30992
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31217
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31184
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31088
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31088
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.3112
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.31088
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31056
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.30992
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.3112
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31345
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.3112
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.31056
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31152
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31281
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31217
27:50.4,3.31024
27:50.4,3.31056
27:50.4,3.3112
27:50.4,3.31249
27:50.4,3.31249
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31088
27:50.4,3.31056
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31345
27:50.4,3.31281
27:50.4,3.31281
27:50.4,3.31152
27:50.4,3.30992
27:50.4,3.31056
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31377
27:50.4,3.31281
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31152
27:50.4,3.30992
27:50.4,3.31184
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.3112
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31217
27:50.4,3.3112
27:50.4,3.31056
27:50.4,3.31152
27:50.4,3.31217
27:50.4,3.31313
27:50.4,3.31313
27:50.4,3.31345
27:50.4,3.31217
27:50.4,3.31184
27:50.4,3.31024
27:50.4,3.3112
27:50.4,3.31217
27:50.4,3.31249
27:50.4,3.31281
27:50.4,3.31313
27:50.4,3.31184
27:50.4,3.31184
27:50.4,3.31056
27:50.4,3.31088
27:50.4,3.31184
27:50.4,3.31345
