时间 - B,Voltage [V] - B
27:50.4,0.142169
27:50.4,0.143776
27:50.4,0.139598
27:50.4,0.143133
27:50.4,0.141205
27:50.4,0.142169
27:50.4,0.139277
27:50.4,0.144418
27:50.4,0.140241
27:50.4,0.144097
27:50.4,0.139598
27:50.4,0.145382
27:50.4,0.138634
27:50.4,0.14474
27:50.4,0.140241
27:50.4,0.146668
27:50.4,0.139277
27:50.4,0.145704
27:50.4,0.145382
27:50.4,0.150845
27:50.4,0.142812
27:50.4,0.144097
27:50.4,0.139277
27:50.4,0.14956
27:50.4,0.142169
27:50.4,0.151166
27:50.4,0.14731
27:50.4,0.148917
27:50.4,0.139277
27:50.4,0.148596
27:50.4,0.150202
27:50.4,0.157593
27:50.4,0.152452
27:50.4,0.165305
27:50.4,0.139598
27:50.4,0.161771
27:50.4,0.153737
27:50.4,0.170125
27:50.4,0.140562
27:50.4,0.157593
27:50.4,0.153737
27:50.4,0.163699
27:50.4,0.158879
27:50.4,0.1833
27:50.4,0.137028
27:50.4,0.18073
27:50.4,0.13285
27:50.4,0.161449
27:50.4,0.136064
27:50.4,0.16884
27:50.4,0.136706
27:50.4,0.165627
27:50.4,0.158557
27:50.4,0.166269
27:50.4,0.155344
27:50.4,0.161771
27:50.4,0.144097
27:50.4,0.158236
27:50.4,0.142812
27:50.4,0.149881
27:50.4,0.141526
27:50.4,0.144097
27:50.4,0.137992
27:50.4,0.140241
27:50.4,0.140562
27:50.4,0.140884
27:50.4,0.140241
27:50.4,0.140884
27:50.4,0.138956
27:50.4,0.139598
27:50.4,0.138313
27:50.4,0.139598
27:50.4,0.138634
27:50.4,0.140562
27:50.4,0.139277
27:50.4,0.140884
27:50.4,0.140241
27:50.4,0.140562
27:50.4,0.137992
27:50.4,0.138956
27:50.4,0.138634
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.141205
27:50.4,0.139277
27:50.4,0.140562
27:50.4,0.138313
27:50.4,0.139277
27:50.4,0.138634
27:50.4,0.140884
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.13992
27:50.4,0.140884
27:50.4,0.138313
27:50.4,0.138634
27:50.4,0.137992
27:50.4,0.140562
27:50.4,0.139277
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.140241
27:50.4,0.138956
27:50.4,0.13992
27:50.4,0.137992
27:50.4,0.140241
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.139598
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.139598
27:50.4,0.13767
27:50.4,0.140241
27:50.4,0.13992
27:50.4,0.141205
27:50.4,0.139277
27:50.4,0.13992
27:50.4,0.138956
27:50.4,0.139598
27:50.4,0.13767
27:50.4,0.13992
27:50.4,0.139598
27:50.4,0.140884
27:50.4,0.138956
27:50.4,0.140241
27:50.4,0.138956
27:50.4,0.140241
27:50.4,0.137028
27:50.4,0.139598
27:50.4,0.139598
27:50.4,0.141526
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.139277
27:50.4,0.140562
27:50.4,0.137349
27:50.4,0.139598
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.139598
27:50.4,0.13992
27:50.4,0.138634
27:50.4,0.140241
27:50.4,0.13767
27:50.4,0.138956
27:50.4,0.139277
27:50.4,0.140884
27:50.4,0.13992
27:50.4,0.140562
27:50.4,0.139277
27:50.4,0.13992
27:50.4,0.137992
27:50.4,0.138956
27:50.4,0.139277
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.141205
27:50.4,0.139598
27:50.4,0.13992
27:50.4,0.137992
27:50.4,0.139277
27:50.4,0.138313
27:50.4,0.141205
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.13992
27:50.4,0.13992
27:50.4,0.137992
27:50.4,0.139277
27:50.4,0.138956
27:50.4,0.141205
27:50.4,0.139598
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.140562
27:50.4,0.138634
27:50.4,0.138634
27:50.4,0.138634
27:50.4,0.140884
27:50.4,0.13992
27:50.4,0.140884
27:50.4,0.139277
27:50.4,0.140241
27:50.4,0.138634
27:50.4,0.138634
27:50.4,0.138634
27:50.4,0.140562
27:50.4,0.138956
27:50.4,0.141205
27:50.4,0.138956
27:50.4,0.140562
27:50.4,0.137992
27:50.4,0.138634
27:50.4,0.137992
27:50.4,0.140884
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.139598
27:50.4,0.141205
27:50.4,0.138634
27:50.4,0.138634
27:50.4,0.13767
27:50.4,0.140562
27:50.4,0.13992
27:50.4,0.141526
27:50.4,0.139598
27:50.4,0.140562
27:50.4,0.139277
27:50.4,0.139277
27:50.4,0.137349
27:50.4,0.140562
27:50.4,0.139598
27:50.4,0.141205
27:50.4,0.139277
27:50.4,0.140884
27:50.4,0.138634
27:50.4,0.139598
27:50.4,0.13767
27:50.4,0.140562
27:50.4,0.139598
27:50.4,0.141526
27:50.4,0.13992
27:50.4,0.140884
27:50.4,0.138956
27:50.4,0.139277
27:50.4,0.137349
27:50.4,0.139598
27:50.4,0.139598
27:50.4,0.140884
27:50.4,0.139598
27:50.4,0.140241
27:50.4,0.138956
27:50.4,0.140884
27:50.5,0.137349
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.137992
27:50.5,0.139598
27:50.5,0.137992
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.141848
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.138313
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138634
27:50.5,0.138634
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.137349
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.138956
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.13767
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.137349
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.138956
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.140241
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.137992
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.138313
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138313
27:50.5,0.138313
27:50.5,0.137349
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138634
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.137992
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.138313
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.137028
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.141848
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.13767
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.140241
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138313
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.138313
27:50.5,0.138313
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.140884
27:50.5,0.140241
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.138634
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138634
27:50.5,0.138313
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.13767
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.137349
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.138634
27:50.5,0.13992
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.139598
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.137349
27:50.5,0.138634
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.140562
27:50.5,0.140241
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.138313
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.137992
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.13767
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.141848
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.137992
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.141526
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.137992
27:50.5,0.140884
27:50.5,0.140241
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.140241
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.137349
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.137349
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.138313
27:50.5,0.140884
27:50.5,0.137992
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.141848
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.141848
27:50.5,0.140241
27:50.5,0.142169
27:50.5,0.140884
27:50.5,0.142169
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.141205
27:50.5,0.140884
27:50.5,0.141526
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.138956
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.141526
27:50.5,0.140562
27:50.5,0.141848
27:50.5,0.141526
27:50.5,0.141526
27:50.5,0.141526
27:50.5,0.14249
27:50.5,0.138956
27:50.5,0.14474
27:50.5,0.140241
27:50.5,0.143133
27:50.5,0.140241
27:50.5,0.14731
27:50.5,0.138634
27:50.5,0.141848
27:50.5,0.138956
27:50.5,0.150202
27:50.5,0.140884
27:50.5,0.147632
27:50.5,0.145061
27:50.5,0.14474
27:50.5,0.140884
27:50.5,0.144097
27:50.5,0.13992
27:50.5,0.147632
27:50.5,0.143454
27:50.5,0.150202
27:50.5,0.141848
27:50.5,0.155986
27:50.5,0.141848
27:50.5,0.156629
27:50.5,0.140884
27:50.5,0.152773
27:50.5,0.149881
27:50.5,0.160807
27:50.5,0.139277
27:50.5,0.166269
27:50.5,0.138634
27:50.5,0.153416
27:50.5,0.138956
27:50.5,0.163056
27:50.5,0.145061
27:50.5,0.159521
27:50.5,0.152452
27:50.5,0.156951
27:50.5,0.133172
27:50.5,0.156951
27:50.5,0.134778
27:50.5,0.1592
27:50.5,0.157915
27:50.5,0.163699
27:50.5,0.157915
27:50.5,0.160807
27:50.5,0.133814
27:50.5,0.155344
27:50.5,0.132208
27:50.5,0.152773
27:50.5,0.136064
27:50.5,0.14956
27:50.5,0.154058
27:50.5,0.146346
27:50.5,0.138956
27:50.5,0.141848
27:50.5,0.14249
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.138634
27:50.5,0.13767
27:50.5,0.141526
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.138313
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.140884
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.137349
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.137992
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.142169
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.137992
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.141848
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.138634
27:50.5,0.138313
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.13767
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.138313
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140241
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.138313
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.141526
27:50.5,0.138634
27:50.5,0.13992
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.141205
27:50.5,0.138313
27:50.5,0.13992
27:50.5,0.137349
27:50.5,0.139598
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.13992
27:50.5,0.138313
27:50.5,0.13992
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.137992
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.138634
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138313
27:50.5,0.138956
27:50.5,0.137992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.140241
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.13767
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.138956
27:50.5,0.137349
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.141848
27:50.5,0.139277
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.137349
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.13767
27:50.5,0.13992
27:50.5,0.138956
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.138634
27:50.5,0.140241
27:50.5,0.13767
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.140241
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.138634
27:50.5,0.138313
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138634
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.13992
27:50.5,0.139598
27:50.5,0.141848
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.138956
27:50.5,0.137992
27:50.5,0.140884
27:50.5,0.139598
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.137349
27:50.5,0.140241
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.13992
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140241
27:50.5,0.138956
27:50.5,0.139277
27:50.5,0.137992
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.13767
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.13992
27:50.5,0.140884
27:50.5,0.138956
27:50.5,0.13992
27:50.5,0.138313
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.141205
27:50.5,0.139598
27:50.5,0.140562
27:50.5,0.138956
27:50.5,0.139598
27:50.5,0.137992
27:50.5,0.139598
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.137349
27:50.5,0.139277
27:50.5,0.139277
27:50.5,0.141526
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.138634
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.140884
27:50.5,0.139277
27:50.5,0.140562
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.138313
27:50.5,0.139277
27:50.5,0.139598
27:50.5,0.140884
